Input,Output
Discuss the principles of reactive programming and how they can be applied using libraries such as RxPY in Python.,رد عمل پروگرامنگ کے اصولوں پر تبادلہ خیال کریں اور یہ کہ ان کو کس طرح ازگر میں RXPY جیسی لائبریریوں کا استعمال کیا جاسکتا ہے۔
"""Implement a Python class representing a binary min-max heap and provide methods for insertion, deletion, and finding the minimum and maximum elements.""","""بائنری من میکس کے ڈھیر کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور اندراج ، حذف کرنے ، اور کم سے کم اور زیادہ سے زیادہ عناصر کی تلاش کے طریقے فراہم کریں۔"""
Explain the concept of method decorators in Python and provide examples of how they can be used to add behavior to methods.,ازگر میں طریقہ سجاوٹ کے تصور کی وضاحت کریں اور اس کی مثالیں فراہم کریں کہ ان کو طریقوں میں طرز عمل کو شامل کرنے کے لئے کس طرح استعمال کیا جاسکتا ہے۔
Discuss the concept of parallel processing in Python and explain how multiprocessing and multithreading can be utilized.,ازگر میں متوازی پروسیسنگ کے تصور پر تبادلہ خیال کریں اور یہ بتائیں کہ کس طرح ملٹی پروسیسنگ اور ملٹی تھریڈنگ کو استعمال کیا جاسکتا ہے۔
Implement a Python class representing a directed acyclic graph (DAG) and provide methods for topological sorting using Kahn's algorithm.,ہدایت شدہ ایسائکلک گراف (ڈی اے جی) کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور کاہن کے الگورتھم کا استعمال کرتے ہوئے ٹوپولوجیکل چھانٹنے کے طریقے فراہم کریں۔
Describe the concept of the mediator pattern in software design and provide an example of its implementation in Python.,سافٹ ویئر ڈیزائن میں ثالثی کے نمونے کے تصور کی وضاحت کریں اور ازگر میں اس کے نفاذ کی ایک مثال پیش کریں۔
Discuss the principles of domain-driven design (DDD) and explain how they can be applied to build robust and maintainable software systems.,ڈومین سے چلنے والے ڈیزائن (ڈی ڈی ڈی) کے اصولوں پر تبادلہ خیال کریں اور یہ بتائیں کہ ان کو مضبوط اور برقرار رکھنے والے سافٹ ویئر سسٹم کی تعمیر کے لئے کس طرح لاگو کیا جاسکتا ہے۔
"""Implement a Python class representing a circular buffer with methods for enqueue, dequeue, and determining if the buffer is full or empty, using a fixed-size array.""","""ایک ازگر کلاس کو نافذ کریں جس میں سرکلر بفر کی نمائندگی ہوتی ہے جس میں انکیو ، ڈی کیوئو ، اور اس بات کا تعین کرنے کے طریقوں کے ساتھ بفر مکمل یا خالی ہے ، ایک مقررہ سائز کی صف کا استعمال کرتے ہوئے۔"""
Explain the concept of the strategy pattern in object-oriented design and provide an example of its implementation in Python.,آبجیکٹ پر مبنی ڈیزائن میں حکمت عملی کے طرز کے تصور کی وضاحت کریں اور ازگر میں اس کے نفاذ کی ایک مثال پیش کریں۔
Discuss the concept of fault tolerance in distributed systems and how techniques like replication and consensus algorithms can be employed in Python.,تقسیم شدہ نظاموں میں غلطی رواداری کے تصور پر تبادلہ خیال کریں اور کس طرح نقل اور اتفاق رائے سے الگورتھم جیسی تکنیکوں کو ازگر میں استعمال کیا جاسکتا ہے۔
Implement a Python class representing a directed weighted graph and provide methods for finding the shortest path using the Floyd-Warshall algorithm.,ہدایت والے وزن والے گراف کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور فلائیڈ وارشل الگورتھم کا استعمال کرتے ہوئے مختصر ترین راستہ تلاش کرنے کے طریقے فراہم کریں۔
Describe the concept of reactive streams and how they can be utilized using libraries like asyncio in Python.,رد عمل کے سلسلے کے تصور کی وضاحت کریں اور یہ کہ ان کو کس طرح ازگر میں Asyncio جیسے لائبریریوں کا استعمال کیا جاسکتا ہے۔
Explain the concept of the interpreter pattern in software design and provide an example of its implementation in Python.,سافٹ ویئر ڈیزائن میں ترجمان کے نمونے کے تصور کی وضاحت کریں اور ازگر میں اس کے نفاذ کی ایک مثال پیش کریں۔
Discuss the principles of event-driven architecture (EDA) and explain how they can be applied using frameworks like Django and Flask in Python.,ایونٹ سے چلنے والے فن تعمیر (ای ڈی اے) کے اصولوں پر تبادلہ خیال کریں اور بتائیں کہ ان کو کس طرح ازگر میں جیانگو اور فلاسک جیسے فریم ورک کا استعمال کیا جاسکتا ہے۔
Implement a Python class representing a bloom filter and provide methods for adding elements and checking membership.,بلوم فلٹر کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور عناصر کو شامل کرنے اور ممبرشپ کی جانچ پڑتال کے طریقے فراہم کریں۔
"""Describe the concept of concurrency models, such as threads, processes, and coroutines, in Python and discuss their trade-offs.""","""ازگر میں ہم آہنگی کے ماڈلز ، جیسے دھاگوں ، عمل اور کوروٹائنز کے تصور کی وضاحت کریں اور ان کے تجارتی تعلقات پر تبادلہ خیال کریں۔"""
Explain the concept of the bridge pattern in object-oriented design and provide an example of its implementation in Python.,آبجیکٹ پر مبنی ڈیزائن میں پل پیٹرن کے تصور کی وضاحت کریں اور ازگر میں اس کے نفاذ کی ایک مثال پیش کریں۔
Discuss the principles of continuous integration and continuous deployment (CI/CD) and explain how they can be applied using tools like Jenkins or GitLab in Python projects.,مسلسل انضمام اور مستقل تعیناتی (CI/CD) کے اصولوں پر تبادلہ خیال کریں اور یہ بتائیں کہ ازگر منصوبوں میں جینکنز یا گٹ لیب جیسے ٹولز کا استعمال کرتے ہوئے ان کا اطلاق کیسے کیا جاسکتا ہے۔
Implement a Python class representing a binary space partitioning (BSP) tree and provide methods for space partitioning and nearest neighbor search.,بائنری اسپیس پارٹیشننگ (بی ایس پی) کے درخت کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور خلائی تقسیم اور قریبی پڑوسی کی تلاش کے طریقے فراہم کریں۔
Describe the concept of metaprogramming in Python and provide an example of metaclasses or decorators.,ازگر میں میٹاپروگرامنگ کے تصور کی وضاحت کریں اور میٹاکلاس یا سجاوٹ کی ایک مثال پیش کریں۔
Implement a Python class representing a directed acyclic graph (DAG) and provide methods for topological sorting using depth-first search (DFS).,ہدایت شدہ ایسائکلک گراف (ڈی اے جی) کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور گہرائی سے پہلے تلاش (ڈی ایف ایس) کا استعمال کرتے ہوئے ٹوپولوجیکل چھانٹنے کے طریقے فراہم کریں۔
Discuss the concept of concurrency and parallelism in Python and explain the differences between them.,ازگر میں ہم آہنگی اور ہم آہنگی کے تصور پر تبادلہ خیال کریں اور ان کے مابین اختلافات کی وضاحت کریں۔
Implement a Python class representing a bloom filter and provide methods for adding elements and checking membership with low false positive rate.,بلوم فلٹر کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور عناصر کو شامل کرنے اور کم غلط مثبت شرح کے ساتھ ممبرشپ کی جانچ پڑتال کے طریقے فراہم کریں۔
